pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Glycerophospholipid metabolism	3	25	0.01504075287790942	E2,E201,E182	C02737,C15647,C06426/C06427	Phosphatidylserine$2-Acyl-1-(1-alkenyl)-sn-glycero-3-phosphate$(6Z,9Z,12Z)-Octadecatrienoic acid; 6,9,12-Octadecatrienoic acid; gamma-Linolenic acid; Gamolenic acid/(9Z,12Z,15Z)-Octadecatrienoic acid; alpha-Linolenic acid; 9,12,15-Octadecatrienoic acid; Linolenate; alpha-Linolenate
Sialic acid metabolism	1	2	0.015292832535081086	E2	C02737	Phosphatidylserine
Saturated fatty acids beta-oxidation	1	2	0.015292832535081086	E207	C02990	L-Palmitoylcarnitine
Omega-3 fatty acid metabolism	1	4	0.03293840853709772	E182	C06426/C06427	(6Z,9Z,12Z)-Octadecatrienoic acid; 6,9,12-Octadecatrienoic acid; gamma-Linolenic acid; Gamolenic acid/(9Z,12Z,15Z)-Octadecatrienoic acid; alpha-Linolenic acid; 9,12,15-Octadecatrienoic acid; Linolenate; alpha-Linolenate
Arachidonic acid metabolism	1	5	0.04268548861440215	E182	C06426/C06427	(6Z,9Z,12Z)-Octadecatrienoic acid; 6,9,12-Octadecatrienoic acid; gamma-Linolenic acid; Gamolenic acid/(9Z,12Z,15Z)-Octadecatrienoic acid; alpha-Linolenic acid; 9,12,15-Octadecatrienoic acid; Linolenate; alpha-Linolenate
Linoleate metabolism	1	8	0.06806150743634988	E182	C06426/C06427	(6Z,9Z,12Z)-Octadecatrienoic acid; 6,9,12-Octadecatrienoic acid; gamma-Linolenic acid; Gamolenic acid/(9Z,12Z,15Z)-Octadecatrienoic acid; alpha-Linolenic acid; 9,12,15-Octadecatrienoic acid; Linolenate; alpha-Linolenate
Squalene and cholesterol biosynthesis	1	8	0.06806150743634988	E14		
Fatty acid activation	1	8	0.06806150743634988	E182	C06426/C06427	(6Z,9Z,12Z)-Octadecatrienoic acid; 6,9,12-Octadecatrienoic acid; gamma-Linolenic acid; Gamolenic acid/(9Z,12Z,15Z)-Octadecatrienoic acid; alpha-Linolenic acid; 9,12,15-Octadecatrienoic acid; Linolenate; alpha-Linolenate
Carnitine shuttle	1	9	0.07864885303755986	E207	C02990	L-Palmitoylcarnitine
De novo fatty acid biosynthesis	1	11	0.0929333669439543	E182	C06426/C06427	(6Z,9Z,12Z)-Octadecatrienoic acid; 6,9,12-Octadecatrienoic acid; gamma-Linolenic acid; Gamolenic acid/(9Z,12Z,15Z)-Octadecatrienoic acid; alpha-Linolenic acid; 9,12,15-Octadecatrienoic acid; Linolenate; alpha-Linolenate
Vitamin A (retinol) metabolism	1	14	0.10847827913620704	E59		
Vitamin D3 (cholecalciferol) metabolism	0	3	0.16620452062851862			
Hyaluronan Metabolism	0	0	0.16620452062851862			
N-Glycan biosynthesis	0	0	0.16620452062851862			
Glycolysis and Gluconeogenesis	0	0	0.16620452062851862			
Glycosphingolipid biosynthesis - ganglioseries	0	0	0.16620452062851862			
R Group Synthesis	0	0	0.16620452062851862			
C5-Branched dibasic acid metabolism	0	0	0.16620452062851862			
Pyruvate Metabolism	0	0	0.16620452062851862			
Chondroitin sulfate degradation	0	0	0.16620452062851862			
Di-unsaturated fatty acid beta-oxidation	0	3	0.16620452062851862			
Putative anti-Inflammatory metabolites formation from EPA	0	0	0.16620452062851862			
Hexose phosphorylation	0	0	0.16620452062851862			
Vitamin B2 (riboflavin) metabolism	0	0	0.16620452062851862			
Galactose metabolism	0	0	0.16620452062851862			
Keratan sulfate degradation	0	0	0.16620452062851862			
Glycerolipid metabolism	0	0	0.16620452062851862			
3-oxo-10R-octadecatrienoate beta-oxidation	0	0	0.16620452062851862			
Alkaloid biosynthesis II	0	0	0.16620452062851862			
Vitamin B1 (thiamin) metabolism	0	0	0.16620452062851862			
Glycosphingolipid biosynthesis - globoseries	0	0	0.16620452062851862			
Histidine metabolism	0	2	0.16620452062851862			
Vitamin B5 - CoA biosynthesis from pantothenate	0	0	0.16620452062851862			
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	0	1	0.16620452062851862			
Glycosphingolipid biosynthesis - lactoseries	0	0	0.16620452062851862			
Bile acid biosynthesis	0	12	0.16620452062851862			
Parathio degradation	0	0	0.16620452062851862			
Propanoate metabolism	0	0	0.16620452062851862			
Blood Group Biosynthesis	0	0	0.16620452062851862			
Electron transport chain	0	0	0.16620452062851862			
Vitamin H (biotin) metabolism	0	3	0.16620452062851862			
Biopterin metabolism	0	0	0.16620452062851862			
Vitamin E metabolism	0	5	0.16620452062851862			
Androgen and estrogen biosynthesis and metabolism	0	0	0.16620452062851862			
Glycine, serine, alanine and threonine metabolism	0	5	0.16620452062851862			
Caffeine metabolism	0	0	0.16620452062851862			
Lipoate metabolism	0	3	0.16620452062851862			
Heparan sulfate biosynthesis	0	0	0.16620452062851862			
Drug metabolism - cytochrome P450	0	0	0.16620452062851862			
Vitamin B9 (folate) metabolism	0	0	0.16620452062851862			
Tryptophan metabolism	0	0	0.16620452062851862			
Glyoxylate and Dicarboxylate Metabolism	0	0	0.16620452062851862			
Urea cycle/amino group metabolism	0	4	0.16620452062851862			
Valine, leucine and isoleucine degradation	0	6	0.16620452062851862			
