pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Vitamin D3 (cholecalciferol) metabolism	0	0	0.036551550289891606			
Hyaluronan Metabolism	0	0	0.036551550289891606			
N-Glycan biosynthesis	0	0	0.036551550289891606			
Glycolysis and Gluconeogenesis	0	0	0.036551550289891606			
Glycosphingolipid biosynthesis - ganglioseries	0	0	0.036551550289891606			
R Group Synthesis	0	0	0.036551550289891606			
C5-Branched dibasic acid metabolism	0	0	0.036551550289891606			
Pyruvate Metabolism	0	0	0.036551550289891606			
Sialic acid metabolism	0	1	0.036551550289891606			
Chondroitin sulfate degradation	0	0	0.036551550289891606			
Di-unsaturated fatty acid beta-oxidation	0	1	0.036551550289891606			
Putative anti-Inflammatory metabolites formation from EPA	0	0	0.036551550289891606			
Linoleate metabolism	0	3	0.036551550289891606			
Hexose phosphorylation	0	0	0.036551550289891606			
Vitamin B2 (riboflavin) metabolism	0	0	0.036551550289891606			
Squalene and cholesterol biosynthesis	0	0	0.036551550289891606			
Galactose metabolism	0	0	0.036551550289891606			
Keratan sulfate degradation	0	0	0.036551550289891606			
Glycerolipid metabolism	0	0	0.036551550289891606			
Carnitine shuttle	0	0	0.036551550289891606			
3-oxo-10R-octadecatrienoate beta-oxidation	0	0	0.036551550289891606			
Alkaloid biosynthesis II	0	0	0.036551550289891606			
Vitamin B1 (thiamin) metabolism	0	0	0.036551550289891606			
Glycosphingolipid biosynthesis - globoseries	0	0	0.036551550289891606			
Histidine metabolism	0	0	0.036551550289891606			
Vitamin B5 - CoA biosynthesis from pantothenate	0	0	0.036551550289891606			
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	0	0	0.036551550289891606			
Glycosphingolipid biosynthesis - lactoseries	0	0	0.036551550289891606			
Bile acid biosynthesis	0	4	0.036551550289891606			
Parathio degradation	0	0	0.036551550289891606			
Propanoate metabolism	0	0	0.036551550289891606			
Blood Group Biosynthesis	0	0	0.036551550289891606			
Electron transport chain	0	0	0.036551550289891606			
Vitamin H (biotin) metabolism	0	0	0.036551550289891606			
Biopterin metabolism	0	0	0.036551550289891606			
Vitamin E metabolism	0	0	0.036551550289891606			
Androgen and estrogen biosynthesis and metabolism	0	0	0.036551550289891606			
Glycine, serine, alanine and threonine metabolism	0	0	0.036551550289891606			
Caffeine metabolism	0	0	0.036551550289891606			
Lipoate metabolism	0	0	0.036551550289891606			
Heparan sulfate biosynthesis	0	0	0.036551550289891606			
Drug metabolism - cytochrome P450	0	0	0.036551550289891606			
Vitamin B9 (folate) metabolism	0	0	0.036551550289891606			
Tryptophan metabolism	0	0	0.036551550289891606			
Glyoxylate and Dicarboxylate Metabolism	0	0	0.036551550289891606			
Urea cycle/amino group metabolism	0	0	0.036551550289891606			
De novo fatty acid biosynthesis	0	12	0.036551550289891606			
Vitamin A (retinol) metabolism	0	2	0.036551550289891606			
Valine, leucine and isoleucine degradation	0	0	0.036551550289891606			
Fatty Acid Metabolism	0	5	0.036551550289891606			
Glycosaminoglycan degradation	0	0	0.036551550289891606			
Fatty acid oxidation	0	0	0.036551550289891606			
