pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Vitamin D3 (cholecalciferol) metabolism	0	0	0.03075371817494328			
Hyaluronan Metabolism	0	0	0.03075371817494328			
N-Glycan biosynthesis	0	0	0.03075371817494328			
Glycolysis and Gluconeogenesis	0	0	0.03075371817494328			
Glycosphingolipid biosynthesis - ganglioseries	0	0	0.03075371817494328			
R Group Synthesis	0	0	0.03075371817494328			
C5-Branched dibasic acid metabolism	0	0	0.03075371817494328			
Pyruvate Metabolism	0	0	0.03075371817494328			
Sialic acid metabolism	0	1	0.03075371817494328			
Chondroitin sulfate degradation	0	0	0.03075371817494328			
Di-unsaturated fatty acid beta-oxidation	0	1	0.03075371817494328			
Putative anti-Inflammatory metabolites formation from EPA	0	0	0.03075371817494328			
Linoleate metabolism	0	3	0.03075371817494328			
Hexose phosphorylation	0	0	0.03075371817494328			
Vitamin B2 (riboflavin) metabolism	0	0	0.03075371817494328			
Squalene and cholesterol biosynthesis	0	0	0.03075371817494328			
Galactose metabolism	0	0	0.03075371817494328			
Keratan sulfate degradation	0	0	0.03075371817494328			
Glycerolipid metabolism	0	0	0.03075371817494328			
Carnitine shuttle	0	0	0.03075371817494328			
3-oxo-10R-octadecatrienoate beta-oxidation	0	0	0.03075371817494328			
Alkaloid biosynthesis II	0	0	0.03075371817494328			
Vitamin B1 (thiamin) metabolism	0	0	0.03075371817494328			
Glycosphingolipid biosynthesis - globoseries	0	0	0.03075371817494328			
Histidine metabolism	0	0	0.03075371817494328			
Vitamin B5 - CoA biosynthesis from pantothenate	0	0	0.03075371817494328			
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	0	0	0.03075371817494328			
Glycosphingolipid biosynthesis - lactoseries	0	0	0.03075371817494328			
Bile acid biosynthesis	0	4	0.03075371817494328			
Parathio degradation	0	0	0.03075371817494328			
Propanoate metabolism	0	0	0.03075371817494328			
Blood Group Biosynthesis	0	0	0.03075371817494328			
Electron transport chain	0	0	0.03075371817494328			
Vitamin H (biotin) metabolism	0	0	0.03075371817494328			
Biopterin metabolism	0	0	0.03075371817494328			
Vitamin E metabolism	0	0	0.03075371817494328			
Androgen and estrogen biosynthesis and metabolism	0	0	0.03075371817494328			
Glycine, serine, alanine and threonine metabolism	0	0	0.03075371817494328			
Caffeine metabolism	0	0	0.03075371817494328			
