pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Vitamin D3 (cholecalciferol) metabolism	0	0	0.029913452651037727			
Hyaluronan Metabolism	0	0	0.029913452651037727			
N-Glycan biosynthesis	0	0	0.029913452651037727			
Glycolysis and Gluconeogenesis	0	0	0.029913452651037727			
Glycosphingolipid biosynthesis - ganglioseries	0	0	0.029913452651037727			
R Group Synthesis	0	0	0.029913452651037727			
C5-Branched dibasic acid metabolism	0	0	0.029913452651037727			
Pyruvate Metabolism	0	0	0.029913452651037727			
Sialic acid metabolism	0	1	0.029913452651037727			
Chondroitin sulfate degradation	0	0	0.029913452651037727			
Di-unsaturated fatty acid beta-oxidation	0	1	0.029913452651037727			
Putative anti-Inflammatory metabolites formation from EPA	0	0	0.029913452651037727			
Linoleate metabolism	0	3	0.029913452651037727			
Hexose phosphorylation	0	0	0.029913452651037727			
Vitamin B2 (riboflavin) metabolism	0	0	0.029913452651037727			
Squalene and cholesterol biosynthesis	0	0	0.029913452651037727			
Galactose metabolism	0	0	0.029913452651037727			
Keratan sulfate degradation	0	0	0.029913452651037727			
Glycerolipid metabolism	0	0	0.029913452651037727			
Carnitine shuttle	0	0	0.029913452651037727			
3-oxo-10R-octadecatrienoate beta-oxidation	0	0	0.029913452651037727			
Alkaloid biosynthesis II	0	0	0.029913452651037727			
Vitamin B1 (thiamin) metabolism	0	0	0.029913452651037727			
Glycosphingolipid biosynthesis - globoseries	0	0	0.029913452651037727			
Histidine metabolism	0	0	0.029913452651037727			
Vitamin B5 - CoA biosynthesis from pantothenate	0	0	0.029913452651037727			
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	0	0	0.029913452651037727			
Glycosphingolipid biosynthesis - lactoseries	0	0	0.029913452651037727			
Bile acid biosynthesis	0	4	0.029913452651037727			
Parathio degradation	0	0	0.029913452651037727			
Propanoate metabolism	0	0	0.029913452651037727			
Blood Group Biosynthesis	0	0	0.029913452651037727			
Electron transport chain	0	0	0.029913452651037727			
Vitamin H (biotin) metabolism	0	0	0.029913452651037727			
Biopterin metabolism	0	0	0.029913452651037727			
Vitamin E metabolism	0	0	0.029913452651037727			
Androgen and estrogen biosynthesis and metabolism	0	0	0.029913452651037727			
Glycine, serine, alanine and threonine metabolism	0	0	0.029913452651037727			
Caffeine metabolism	0	0	0.029913452651037727			
Lipoate metabolism	0	0	0.029913452651037727			
Heparan sulfate biosynthesis	0	0	0.029913452651037727			
Drug metabolism - cytochrome P450	0	0	0.029913452651037727			
Vitamin B9 (folate) metabolism	0	0	0.029913452651037727			
Tryptophan metabolism	0	0	0.029913452651037727			
Glyoxylate and Dicarboxylate Metabolism	0	0	0.029913452651037727			
Urea cycle/amino group metabolism	0	0	0.029913452651037727			
De novo fatty acid biosynthesis	0	12	0.029913452651037727			
