pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Vitamin D3 (cholecalciferol) metabolism	0	0	0.035039072346861606			
Hyaluronan Metabolism	0	0	0.035039072346861606			
N-Glycan biosynthesis	0	0	0.035039072346861606			
Glycolysis and Gluconeogenesis	0	0	0.035039072346861606			
Glycosphingolipid biosynthesis - ganglioseries	0	0	0.035039072346861606			
R Group Synthesis	0	0	0.035039072346861606			
C5-Branched dibasic acid metabolism	0	0	0.035039072346861606			
Pyruvate Metabolism	0	0	0.035039072346861606			
Sialic acid metabolism	0	1	0.035039072346861606			
Chondroitin sulfate degradation	0	0	0.035039072346861606			
Di-unsaturated fatty acid beta-oxidation	0	1	0.035039072346861606			
Putative anti-Inflammatory metabolites formation from EPA	0	0	0.035039072346861606			
Linoleate metabolism	0	3	0.035039072346861606			
Hexose phosphorylation	0	0	0.035039072346861606			
Vitamin B2 (riboflavin) metabolism	0	0	0.035039072346861606			
Squalene and cholesterol biosynthesis	0	0	0.035039072346861606			
Galactose metabolism	0	0	0.035039072346861606			
Keratan sulfate degradation	0	0	0.035039072346861606			
Glycerolipid metabolism	0	0	0.035039072346861606			
Carnitine shuttle	0	0	0.035039072346861606			
3-oxo-10R-octadecatrienoate beta-oxidation	0	0	0.035039072346861606			
Alkaloid biosynthesis II	0	0	0.035039072346861606			
Vitamin B1 (thiamin) metabolism	0	0	0.035039072346861606			
Glycosphingolipid biosynthesis - globoseries	0	0	0.035039072346861606			
Histidine metabolism	0	0	0.035039072346861606			
Vitamin B5 - CoA biosynthesis from pantothenate	0	0	0.035039072346861606			
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	0	0	0.035039072346861606			
Glycosphingolipid biosynthesis - lactoseries	0	0	0.035039072346861606			
Bile acid biosynthesis	0	4	0.035039072346861606			
Parathio degradation	0	0	0.035039072346861606			
Propanoate metabolism	0	0	0.035039072346861606			
Blood Group Biosynthesis	0	0	0.035039072346861606			
Electron transport chain	0	0	0.035039072346861606			
Vitamin H (biotin) metabolism	0	0	0.035039072346861606			
Biopterin metabolism	0	0	0.035039072346861606			
Vitamin E metabolism	0	0	0.035039072346861606			
Androgen and estrogen biosynthesis and metabolism	0	0	0.035039072346861606			
Glycine, serine, alanine and threonine metabolism	0	0	0.035039072346861606			
Caffeine metabolism	0	0	0.035039072346861606			
Lipoate metabolism	0	0	0.035039072346861606			
Heparan sulfate biosynthesis	0	0	0.035039072346861606			
Drug metabolism - cytochrome P450	0	0	0.035039072346861606			
Vitamin B9 (folate) metabolism	0	0	0.035039072346861606			
Tryptophan metabolism	0	0	0.035039072346861606			
Glyoxylate and Dicarboxylate Metabolism	0	0	0.035039072346861606			
Urea cycle/amino group metabolism	0	0	0.035039072346861606			
De novo fatty acid biosynthesis	0	12	0.035039072346861606			
Vitamin A (retinol) metabolism	0	2	0.035039072346861606			
Valine, leucine and isoleucine degradation	0	0	0.035039072346861606			
Fatty Acid Metabolism	0	5	0.035039072346861606			
Glycosaminoglycan degradation	0	0	0.035039072346861606			
Fatty acid oxidation	0	0	0.035039072346861606			
Fructose and mannose metabolism	0	0	0.035039072346861606			
ROS Detoxification	0	0	0.035039072346861606			
Xenobiotics metabolism	0	2	0.035039072346861606			
Saturated fatty acids beta-oxidation	0	2	0.035039072346861606			
CoA Catabolism	0	0	0.035039072346861606			
Omega-3 fatty acid metabolism	0	0	0.035039072346861606			
Butanoate metabolism	0	0	0.035039072346861606			
