pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Sialic acid metabolism	1	2	0.015965044954205528	E2	C02737	Phosphatidylserine
Saturated fatty acids beta-oxidation	1	2	0.015965044954205528	E207	C02990	L-Palmitoylcarnitine
Glycerophospholipid metabolism	3	25	0.015965044954205528	E2,E201,E182	C02737,C15647,C06426/C06427	Phosphatidylserine$2-Acyl-1-(1-alkenyl)-sn-glycero-3-phosphate$(6Z,9Z,12Z)-Octadecatrienoic acid; 6,9,12-Octadecatrienoic acid; gamma-Linolenic acid; Gamolenic acid/(9Z,12Z,15Z)-Octadecatrienoic acid; alpha-Linolenic acid; 9,12,15-Octadecatrienoic acid; Linolenate; alpha-Linolenate
Omega-3 fatty acid metabolism	1	4	0.033526594403831614	E182	C06426/C06427	(6Z,9Z,12Z)-Octadecatrienoic acid; 6,9,12-Octadecatrienoic acid; gamma-Linolenic acid; Gamolenic acid/(9Z,12Z,15Z)-Octadecatrienoic acid; alpha-Linolenic acid; 9,12,15-Octadecatrienoic acid; Linolenate; alpha-Linolenate
Arachidonic acid metabolism	1	5	0.044113940005041596	E182	C06426/C06427	(6Z,9Z,12Z)-Octadecatrienoic acid; 6,9,12-Octadecatrienoic acid; gamma-Linolenic acid; Gamolenic acid/(9Z,12Z,15Z)-Octadecatrienoic acid; alpha-Linolenic acid; 9,12,15-Octadecatrienoic acid; Linolenate; alpha-Linolenate
Linoleate metabolism	1	8	0.06881774640786488	E182	C06426/C06427	(6Z,9Z,12Z)-Octadecatrienoic acid; 6,9,12-Octadecatrienoic acid; gamma-Linolenic acid; Gamolenic acid/(9Z,12Z,15Z)-Octadecatrienoic acid; alpha-Linolenic acid; 9,12,15-Octadecatrienoic acid; Linolenate; alpha-Linolenate
Squalene and cholesterol biosynthesis	1	8	0.06881774640786488	E14		
Fatty acid activation	1	8	0.06881774640786488	E182	C06426/C06427	(6Z,9Z,12Z)-Octadecatrienoic acid; 6,9,12-Octadecatrienoic acid; gamma-Linolenic acid; Gamolenic acid/(9Z,12Z,15Z)-Octadecatrienoic acid; alpha-Linolenic acid; 9,12,15-Octadecatrienoic acid; Linolenate; alpha-Linolenate
Carnitine shuttle	1	9	0.07864885303755986	E207	C02990	L-Palmitoylcarnitine
De novo fatty acid biosynthesis	1	11	0.09074867658179984	E182	C06426/C06427	(6Z,9Z,12Z)-Octadecatrienoic acid; 6,9,12-Octadecatrienoic acid; gamma-Linolenic acid; Gamolenic acid/(9Z,12Z,15Z)-Octadecatrienoic acid; alpha-Linolenic acid; 9,12,15-Octadecatrienoic acid; Linolenate; alpha-Linolenate
Vitamin A (retinol) metabolism	1	14	0.10822619947903538	E59		
Vitamin D3 (cholecalciferol) metabolism	0	3	0.16704478615242416			
Hyaluronan Metabolism	0	0	0.16704478615242416			
N-Glycan biosynthesis	0	0	0.16704478615242416			
Glycolysis and Gluconeogenesis	0	0	0.16704478615242416			
Glycosphingolipid biosynthesis - ganglioseries	0	0	0.16704478615242416			
R Group Synthesis	0	0	0.16704478615242416			
C5-Branched dibasic acid metabolism	0	0	0.16704478615242416			
Pyruvate Metabolism	0	0	0.16704478615242416			
Chondroitin sulfate degradation	0	0	0.16704478615242416			
Di-unsaturated fatty acid beta-oxidation	0	3	0.16704478615242416			
Putative anti-Inflammatory metabolites formation from EPA	0	0	0.16704478615242416			
Hexose phosphorylation	0	0	0.16704478615242416			
Vitamin B2 (riboflavin) metabolism	0	0	0.16704478615242416			
Galactose metabolism	0	0	0.16704478615242416			
Keratan sulfate degradation	0	0	0.16704478615242416			
Glycerolipid metabolism	0	0	0.16704478615242416			
3-oxo-10R-octadecatrienoate beta-oxidation	0	0	0.16704478615242416			
Alkaloid biosynthesis II	0	0	0.16704478615242416			
Vitamin B1 (thiamin) metabolism	0	0	0.16704478615242416			
Glycosphingolipid biosynthesis - globoseries	0	0	0.16704478615242416			
Histidine metabolism	0	2	0.16704478615242416			
Vitamin B5 - CoA biosynthesis from pantothenate	0	0	0.16704478615242416			
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	0	1	0.16704478615242416			
Glycosphingolipid biosynthesis - lactoseries	0	0	0.16704478615242416			
Bile acid biosynthesis	0	12	0.16704478615242416			
Parathio degradation	0	0	0.16704478615242416			
Propanoate metabolism	0	0	0.16704478615242416			
Blood Group Biosynthesis	0	0	0.16704478615242416			
Electron transport chain	0	0	0.16704478615242416			
Vitamin H (biotin) metabolism	0	3	0.16704478615242416			
Biopterin metabolism	0	0	0.16704478615242416			
Vitamin E metabolism	0	5	0.16704478615242416			
Androgen and estrogen biosynthesis and metabolism	0	0	0.16704478615242416			
Glycine, serine, alanine and threonine metabolism	0	5	0.16704478615242416			
Caffeine metabolism	0	0	0.16704478615242416			
Lipoate metabolism	0	3	0.16704478615242416			
Heparan sulfate biosynthesis	0	0	0.16704478615242416			
Drug metabolism - cytochrome P450	0	0	0.16704478615242416			
Vitamin B9 (folate) metabolism	0	0	0.16704478615242416			
Tryptophan metabolism	0	0	0.16704478615242416			
Glyoxylate and Dicarboxylate Metabolism	0	0	0.16704478615242416			
Urea cycle/amino group metabolism	0	4	0.16704478615242416			
Valine, leucine and isoleucine degradation	0	6	0.16704478615242416			
Fatty Acid Metabolism	0	6	0.16704478615242416			
Glycosaminoglycan degradation	0	0	0.16704478615242416			
Fatty acid oxidation	0	0	0.16704478615242416			
Fructose and mannose metabolism	0	0	0.16704478615242416			
ROS Detoxification	0	0	0.16704478615242416			
Xenobiotics metabolism	0	0	0.16704478615242416			
CoA Catabolism	0	0	0.16704478615242416			
Butanoate metabolism	0	6	0.16704478615242416			
Mono-unsaturated fatty acid beta-oxidation	0	1	0.16704478615242416			
Glycosphingolipid biosynthesis - neolactoseries	0	0	0.16704478615242416			
Vitamin B3 (nicotinate and nicotinamide) metabolism	0	1	0.16704478615242416			
Ascorbate (Vitamin C) and Aldarate Metabolism	0	1	0.16704478615242416			
Geraniol degradation	0	0	0.16704478615242416			
D4&E4-neuroprostanes formation	0	0	0.16704478615242416			
Vitamin D	0	1	0.16704478615242416			
Dynorphin metabolism	0	0	0.16704478615242416			
Heparan sulfate degradation	0	0	0.16704478615242416			
Fatty acid oxidation, peroxisome	0	0	0.16704478615242416			
Polyunsaturated fatty acid biosynthesis	0	0	0.16704478615242416			
Purine metabolism	0	1	0.16704478615242416			
Alanine and Aspartate Metabolism	0	1	0.16704478615242416			
Glutathione Metabolism	0	0	0.16704478615242416			
Keratan sulfate biosynthesis	0	0	0.16704478615242416			
TCA cycle	0	0	0.16704478615242416			
3-Chloroacrylic acid degradation	0	0	0.16704478615242416			
Sphingolipid metabolism	0	0	0.16704478615242416			
O-Glycan biosynthesis	0	0	0.16704478615242416			
Glycosphingolipid metabolism	0	8	0.16704478615242416			
Limonene and pinene degradation	0	2	0.16704478615242416			
Arginine and Proline Metabolism	0	3	0.16704478615242416			
Proteoglycan biosynthesis	0	0	0.16704478615242416			
Vitamin K metabolism	0	2	0.16704478615242416			
Glutamate metabolism	0	0	0.16704478615242416			
Porphyrin metabolism	0	0	0.16704478615242416			
Phosphatidylinositol phosphate metabolism	0	0	0.16704478615242416			
Benzoate degradation via CoA ligation	0	0	0.16704478615242416			
Prostaglandin formation from arachidonate	0	5	0.16704478615242416			
Dimethyl-branched-chain fatty acid mitochondrial beta-oxidation	0	0	0.16704478615242416			
Vitamin B6 (pyridoxine) metabolism	0	0	0.16704478615242416			
Pentose and Glucuronate Interconversions	0	1	0.16704478615242416			
Atrazine degradation	0	0	0.16704478615242416			
N-Glycan Degradation	0	0	0.16704478615242416			
Leukotriene metabolism	0	3	0.16704478615242416			
Vitamin B12 (cyanocobalamin) metabolism	0	0	0.16704478615242416			
Carbon fixation	0	0	0.16704478615242416			
Nucleotide Sugar Metabolism	0	0	0.16704478615242416			
Ubiquinone Biosynthesis	0	0	0.16704478615242416			
1- and 2-Methylnaphthalene degradation	0	0	0.16704478615242416			
Pyrimidine metabolism	0	2	0.16704478615242416			
Aspartate and asparagine metabolism	0	8	0.16704478615242416			
Nitrogen metabolism	0	1	0.16704478615242416			
Drug metabolism - other enzymes	0	0	0.16704478615242416			
Aminosugars metabolism	0	0	0.16704478615242416			
Tyrosine metabolism	0	3	0.16704478615242416			
Beta-Alanine metabolism	0	2	0.16704478615242416			
Prostaglandin formation from dihomo gama-linoleic acid	0	0	0.16704478615242416			
C21-steroid hormone biosynthesis and metabolism	0	6	0.16704478615242416			
Starch and Sucrose Metabolism	0	2	0.16704478615242416			
Trihydroxycoprostanoyl-CoA beta-oxidation	0	0	0.16704478615242416			
Omega-6 fatty acid metabolism	0	1	0.16704478615242416			
Phytanic acid peroxisomal oxidation	0	0	0.16704478615242416			
Pentose phosphate pathway	0	1	0.16704478615242416			
Methionine and cysteine metabolism	0	0	0.16704478615242416			
Lysine metabolism	0	3	0.16704478615242416			
Selenoamino acid metabolism	0	0	0.16704478615242416			
