pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Vitamin D3 (cholecalciferol) metabolism	0	0	0.03403075371817494			
Hyaluronan Metabolism	0	0	0.03403075371817494			
N-Glycan biosynthesis	0	0	0.03403075371817494			
Glycolysis and Gluconeogenesis	0	0	0.03403075371817494			
Glycosphingolipid biosynthesis - ganglioseries	0	0	0.03403075371817494			
R Group Synthesis	0	0	0.03403075371817494			
C5-Branched dibasic acid metabolism	0	0	0.03403075371817494			
Pyruvate Metabolism	0	0	0.03403075371817494			
Sialic acid metabolism	0	1	0.03403075371817494			
Chondroitin sulfate degradation	0	0	0.03403075371817494			
Di-unsaturated fatty acid beta-oxidation	0	1	0.03403075371817494			
Putative anti-Inflammatory metabolites formation from EPA	0	0	0.03403075371817494			
Linoleate metabolism	0	3	0.03403075371817494			
Hexose phosphorylation	0	0	0.03403075371817494			
Vitamin B2 (riboflavin) metabolism	0	0	0.03403075371817494			
Squalene and cholesterol biosynthesis	0	0	0.03403075371817494			
Galactose metabolism	0	0	0.03403075371817494			
Keratan sulfate degradation	0	0	0.03403075371817494			
Glycerolipid metabolism	0	0	0.03403075371817494			
Carnitine shuttle	0	0	0.03403075371817494			
3-oxo-10R-octadecatrienoate beta-oxidation	0	0	0.03403075371817494			
Alkaloid biosynthesis II	0	0	0.03403075371817494			
Vitamin B1 (thiamin) metabolism	0	0	0.03403075371817494			
Glycosphingolipid biosynthesis - globoseries	0	0	0.03403075371817494			
Histidine metabolism	0	0	0.03403075371817494			
Vitamin B5 - CoA biosynthesis from pantothenate	0	0	0.03403075371817494			
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	0	0	0.03403075371817494			
Glycosphingolipid biosynthesis - lactoseries	0	0	0.03403075371817494			
Bile acid biosynthesis	0	4	0.03403075371817494			
Parathio degradation	0	0	0.03403075371817494			
Propanoate metabolism	0	0	0.03403075371817494			
Blood Group Biosynthesis	0	0	0.03403075371817494			
Electron transport chain	0	0	0.03403075371817494			
Vitamin H (biotin) metabolism	0	0	0.03403075371817494			
Biopterin metabolism	0	0	0.03403075371817494			
Vitamin E metabolism	0	0	0.03403075371817494			
Androgen and estrogen biosynthesis and metabolism	0	0	0.03403075371817494			
Glycine, serine, alanine and threonine metabolism	0	0	0.03403075371817494			
Caffeine metabolism	0	0	0.03403075371817494			
Lipoate metabolism	0	0	0.03403075371817494			
Heparan sulfate biosynthesis	0	0	0.03403075371817494			
Drug metabolism - cytochrome P450	0	0	0.03403075371817494			
Vitamin B9 (folate) metabolism	0	0	0.03403075371817494			
Tryptophan metabolism	0	0	0.03403075371817494			
Glyoxylate and Dicarboxylate Metabolism	0	0	0.03403075371817494			
Urea cycle/amino group metabolism	0	0	0.03403075371817494			
De novo fatty acid biosynthesis	0	12	0.03403075371817494			
Vitamin A (retinol) metabolism	0	2	0.03403075371817494			
Valine, leucine and isoleucine degradation	0	0	0.03403075371817494			
Fatty Acid Metabolism	0	5	0.03403075371817494			
Glycosaminoglycan degradation	0	0	0.03403075371817494			
Fatty acid oxidation	0	0	0.03403075371817494			
Fructose and mannose metabolism	0	0	0.03403075371817494			
ROS Detoxification	0	0	0.03403075371817494			
Xenobiotics metabolism	0	2	0.03403075371817494			
Saturated fatty acids beta-oxidation	0	2	0.03403075371817494			
CoA Catabolism	0	0	0.03403075371817494			
Omega-3 fatty acid metabolism	0	0	0.03403075371817494			
Butanoate metabolism	0	0	0.03403075371817494			
Mono-unsaturated fatty acid beta-oxidation	0	0	0.03403075371817494			
Glycosphingolipid biosynthesis - neolactoseries	0	0	0.03403075371817494			
Vitamin B3 (nicotinate and nicotinamide) metabolism	0	0	0.03403075371817494			
Ascorbate (Vitamin C) and Aldarate Metabolism	0	0	0.03403075371817494			
Geraniol degradation	0	0	0.03403075371817494			
D4&E4-neuroprostanes formation	0	1	0.03403075371817494			
Vitamin D	0	0	0.03403075371817494			
Dynorphin metabolism	0	0	0.03403075371817494			
Heparan sulfate degradation	0	0	0.03403075371817494			
Fatty acid oxidation, peroxisome	0	0	0.03403075371817494			
Polyunsaturated fatty acid biosynthesis	0	2	0.03403075371817494			
Purine metabolism	0	1	0.03403075371817494			
Alanine and Aspartate Metabolism	0	0	0.03403075371817494			
Glutathione Metabolism	0	0	0.03403075371817494			
Keratan sulfate biosynthesis	0	0	0.03403075371817494			
TCA cycle	0	0	0.03403075371817494			
3-Chloroacrylic acid degradation	0	0	0.03403075371817494			
Arachidonic acid metabolism	0	5	0.03403075371817494			
Sphingolipid metabolism	0	0	0.03403075371817494			
O-Glycan biosynthesis	0	0	0.03403075371817494			
Glycosphingolipid metabolism	0	2	0.03403075371817494			
Limonene and pinene degradation	0	0	0.03403075371817494			
Arginine and Proline Metabolism	0	0	0.03403075371817494			
Proteoglycan biosynthesis	0	0	0.03403075371817494			
Vitamin K metabolism	0	0	0.03403075371817494			
Glycerophospholipid metabolism	0	7	0.03403075371817494			
Glutamate metabolism	0	0	0.03403075371817494			
Porphyrin metabolism	0	1	0.03403075371817494			
Phosphatidylinositol phosphate metabolism	0	2	0.03403075371817494			
Benzoate degradation via CoA ligation	0	0	0.03403075371817494			
Prostaglandin formation from arachidonate	0	4	0.03403075371817494			
Dimethyl-branched-chain fatty acid mitochondrial beta-oxidation	0	0	0.03403075371817494			
Vitamin B6 (pyridoxine) metabolism	0	0	0.03403075371817494			
Pentose and Glucuronate Interconversions	0	0	0.03403075371817494			
Atrazine degradation	0	0	0.03403075371817494			
N-Glycan Degradation	0	0	0.03403075371817494			
Leukotriene metabolism	0	3	0.03403075371817494			
Vitamin B12 (cyanocobalamin) metabolism	0	0	0.03403075371817494			
Fatty acid activation	0	6	0.03403075371817494			
Carbon fixation	0	0	0.03403075371817494			
Nucleotide Sugar Metabolism	0	0	0.03403075371817494			
Ubiquinone Biosynthesis	0	0	0.03403075371817494			
1- and 2-Methylnaphthalene degradation	0	0	0.03403075371817494			
Pyrimidine metabolism	0	0	0.03403075371817494			
Aspartate and asparagine metabolism	0	0	0.03403075371817494			
Nitrogen metabolism	0	0	0.03403075371817494			
Drug metabolism - other enzymes	0	0	0.03403075371817494			
Aminosugars metabolism	0	0	0.03403075371817494			
Tyrosine metabolism	0	0	0.03403075371817494			
Beta-Alanine metabolism	0	0	0.03403075371817494			
Prostaglandin formation from dihomo gama-linoleic acid	0	1	0.03403075371817494			
C21-steroid hormone biosynthesis and metabolism	0	3	0.03403075371817494			
Starch and Sucrose Metabolism	0	0	0.03403075371817494			
Trihydroxycoprostanoyl-CoA beta-oxidation	0	0	0.03403075371817494			
Omega-6 fatty acid metabolism	0	2	0.03403075371817494			
Phytanic acid peroxisomal oxidation	0	0	0.03403075371817494			
Pentose phosphate pathway	0	0	0.03403075371817494			
Methionine and cysteine metabolism	0	0	0.03403075371817494			
Lysine metabolism	0	0	0.03403075371817494			
Selenoamino acid metabolism	0	0	0.03403075371817494			
