pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Vitamin D3 (cholecalciferol) metabolism	0	0	0.034366859927737164			
Hyaluronan Metabolism	0	0	0.034366859927737164			
N-Glycan biosynthesis	0	0	0.034366859927737164			
Glycolysis and Gluconeogenesis	0	0	0.034366859927737164			
Glycosphingolipid biosynthesis - ganglioseries	0	0	0.034366859927737164			
R Group Synthesis	0	0	0.034366859927737164			
C5-Branched dibasic acid metabolism	0	0	0.034366859927737164			
Pyruvate Metabolism	0	0	0.034366859927737164			
Sialic acid metabolism	0	1	0.034366859927737164			
Chondroitin sulfate degradation	0	0	0.034366859927737164			
Di-unsaturated fatty acid beta-oxidation	0	1	0.034366859927737164			
Putative anti-Inflammatory metabolites formation from EPA	0	0	0.034366859927737164			
Linoleate metabolism	0	3	0.034366859927737164			
Hexose phosphorylation	0	0	0.034366859927737164			
Vitamin B2 (riboflavin) metabolism	0	0	0.034366859927737164			
Squalene and cholesterol biosynthesis	0	0	0.034366859927737164			
Galactose metabolism	0	0	0.034366859927737164			
Keratan sulfate degradation	0	0	0.034366859927737164			
Glycerolipid metabolism	0	0	0.034366859927737164			
Carnitine shuttle	0	0	0.034366859927737164			
3-oxo-10R-octadecatrienoate beta-oxidation	0	0	0.034366859927737164			
Alkaloid biosynthesis II	0	0	0.034366859927737164			
Vitamin B1 (thiamin) metabolism	0	0	0.034366859927737164			
Glycosphingolipid biosynthesis - globoseries	0	0	0.034366859927737164			
Histidine metabolism	0	0	0.034366859927737164			
Vitamin B5 - CoA biosynthesis from pantothenate	0	0	0.034366859927737164			
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	0	0	0.034366859927737164			
Glycosphingolipid biosynthesis - lactoseries	0	0	0.034366859927737164			
Bile acid biosynthesis	0	4	0.034366859927737164			
Parathio degradation	0	0	0.034366859927737164			
Propanoate metabolism	0	0	0.034366859927737164			
Blood Group Biosynthesis	0	0	0.034366859927737164			
Electron transport chain	0	0	0.034366859927737164			
Vitamin H (biotin) metabolism	0	0	0.034366859927737164			
Biopterin metabolism	0	0	0.034366859927737164			
Vitamin E metabolism	0	0	0.034366859927737164			
Androgen and estrogen biosynthesis and metabolism	0	0	0.034366859927737164			
Glycine, serine, alanine and threonine metabolism	0	0	0.034366859927737164			
Caffeine metabolism	0	0	0.034366859927737164			
Lipoate metabolism	0	0	0.034366859927737164			
Heparan sulfate biosynthesis	0	0	0.034366859927737164			
Drug metabolism - cytochrome P450	0	0	0.034366859927737164			
Vitamin B9 (folate) metabolism	0	0	0.034366859927737164			
Tryptophan metabolism	0	0	0.034366859927737164			
Glyoxylate and Dicarboxylate Metabolism	0	0	0.034366859927737164			
Urea cycle/amino group metabolism	0	0	0.034366859927737164			
De novo fatty acid biosynthesis	0	12	0.034366859927737164			
Vitamin A (retinol) metabolism	0	2	0.034366859927737164			
Valine, leucine and isoleucine degradation	0	0	0.034366859927737164			
Fatty Acid Metabolism	0	5	0.034366859927737164			
Glycosaminoglycan degradation	0	0	0.034366859927737164			
Fatty acid oxidation	0	0	0.034366859927737164			
Fructose and mannose metabolism	0	0	0.034366859927737164			
ROS Detoxification	0	0	0.034366859927737164			
Xenobiotics metabolism	0	2	0.034366859927737164			
Saturated fatty acids beta-oxidation	0	2	0.034366859927737164			
CoA Catabolism	0	0	0.034366859927737164			
Omega-3 fatty acid metabolism	0	0	0.034366859927737164			
Butanoate metabolism	0	0	0.034366859927737164			
Mono-unsaturated fatty acid beta-oxidation	0	0	0.034366859927737164			
Glycosphingolipid biosynthesis - neolactoseries	0	0	0.034366859927737164			
Vitamin B3 (nicotinate and nicotinamide) metabolism	0	0	0.034366859927737164			
Ascorbate (Vitamin C) and Aldarate Metabolism	0	0	0.034366859927737164			
Geraniol degradation	0	0	0.034366859927737164			
D4&E4-neuroprostanes formation	0	1	0.034366859927737164			
Vitamin D	0	0	0.034366859927737164			
Dynorphin metabolism	0	0	0.034366859927737164			
Heparan sulfate degradation	0	0	0.034366859927737164			
Fatty acid oxidation, peroxisome	0	0	0.034366859927737164			
Polyunsaturated fatty acid biosynthesis	0	2	0.034366859927737164			
