pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Squalene and cholesterol biosynthesis	3	8	0.00823460213427443	E331,E12,E13	C05107/CE2321,C11455/C11508/44mctr/C15783,C11455/C11508/44mctr/C15783	7-Dehydrodesmosterol/cholesta-5,7,24-trien-3beta-ol$4,4-Dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol/4alpha-Methyl-5alpha-ergosta-8,14,24(28)-trien-3beta-ol; delta8,14 -Sterol/4,4-dimethylcholesta-8,14,24-trienol/5-Dehydroavenasterol$4,4-Dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol/4alpha-Methyl-5alpha-ergosta-8,14,24(28)-trien-3beta-ol; delta8,14 -Sterol/4,4-dimethylcholesta-8,14,24-trienol/5-Dehydroavenasterol
Vitamin E metabolism	2	5	0.01571296529703386	E15,E16	CE5022/CE5835/CE5842,CE5022/CE5835/CE5842	//13'-hydroxy-alpha-tocopherol$//13'-hydroxy-alpha-tocopherol
Ascorbate (Vitamin C) and Aldarate Metabolism	1	1	0.018065708763969415	E346	C00257/C00800	D-Gluconate/L-Gulonate
Pentose and Glucuronate Interconversions	1	1	0.018065708763969415	E346	C00257/C00800	D-Gluconate/L-Gulonate
Pentose phosphate pathway	1	1	0.018065708763969415	E346	C00257/C00800	D-Gluconate/L-Gulonate
Bile acid biosynthesis	3	12	0.022183009831106628	E93,E329,E330	C00695,C06341/C05458/C05453/CE5530/C05501/C15520/C15518/C05499/C05445,C05455/C01561	Cholate$7-alpha,27-Dihydroxycholesterol/7alpha,12alpha-Dihydroxy-5alpha-cholestan-3-one/7alpha,12alpha-Dihydroxy-5beta-cholestan-3-one/7alpha,27-dihydroxycholesterol/20alpha,22beta-Dihydroxycholesterol; (22R)-20alpha,22-Dihydroxycholesterol/7-alpha,25-Dihydroxycholesterol/(24S)-Cholest-5-ene-3beta,7alpha,24-triol/17alpha,20alpha-Dihydroxycholesterol/3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al$7alpha-Hydroxycholest-4-en-3-one/Calcidiol; 25-Hydroxyvitamin D3; Calcifediol; Calcifediol anhydrous
Vitamin D3 (cholecalciferol) metabolism	1	3	0.06293588774052601	E330	C05455/C01561	7alpha-Hydroxycholest-4-en-3-one/Calcidiol; 25-Hydroxyvitamin D3; Calcifediol; Calcifediol anhydrous
Di-unsaturated fatty acid beta-oxidation	1	3	0.06293588774052601	E364		
De novo fatty acid biosynthesis	2	11	0.07327115368456433	E229,E364	,	$
Vitamin A (retinol) metabolism	2	14	0.10049575665910428	E57,E72	,	$
Fatty Acid Metabolism	1	6	0.10528527014536594	E364		
C21-steroid hormone biosynthesis and metabolism	1	6	0.10528527014536594	E329	C06341/C05458/C05453/CE5530/C05501/C15520/C15518/C05499/C05445	7-alpha,27-Dihydroxycholesterol/7alpha,12alpha-Dihydroxy-5alpha-cholestan-3-one/7alpha,12alpha-Dihydroxy-5beta-cholestan-3-one/7alpha,27-dihydroxycholesterol/20alpha,22beta-Dihydroxycholesterol; (22R)-20alpha,22-Dihydroxycholesterol/7-alpha,25-Dihydroxycholesterol/(24S)-Cholest-5-ene-3beta,7alpha,24-triol/17alpha,20alpha-Dihydroxycholesterol/3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al
Linoleate metabolism	1	8	0.12393916477606924	E364		
Fatty acid activation	1	8	0.12393916477606924	E364		
Glycerophospholipid metabolism	1	25	0.16334761784723972	E364		
Hyaluronan Metabolism	0	0	0.16351567095202083			
N-Glycan biosynthesis	0	0	0.16351567095202083			
Glycolysis and Gluconeogenesis	0	0	0.16351567095202083			
Glycosphingolipid biosynthesis - ganglioseries	0	0	0.16351567095202083			
R Group Synthesis	0	0	0.16351567095202083			
C5-Branched dibasic acid metabolism	0	0	0.16351567095202083			
Pyruvate Metabolism	0	0	0.16351567095202083			
Sialic acid metabolism	0	2	0.16351567095202083			
Chondroitin sulfate degradation	0	0	0.16351567095202083			
Putative anti-Inflammatory metabolites formation from EPA	0	0	0.16351567095202083			
Hexose phosphorylation	0	0	0.16351567095202083			
Vitamin B2 (riboflavin) metabolism	0	0	0.16351567095202083			
Galactose metabolism	0	0	0.16351567095202083			
Keratan sulfate degradation	0	0	0.16351567095202083			
Glycerolipid metabolism	0	0	0.16351567095202083			
Carnitine shuttle	0	9	0.16351567095202083			
3-oxo-10R-octadecatrienoate beta-oxidation	0	0	0.16351567095202083			
Alkaloid biosynthesis II	0	0	0.16351567095202083			
Vitamin B1 (thiamin) metabolism	0	0	0.16351567095202083			
Glycosphingolipid biosynthesis - globoseries	0	0	0.16351567095202083			
Histidine metabolism	0	2	0.16351567095202083			
Vitamin B5 - CoA biosynthesis from pantothenate	0	0	0.16351567095202083			
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	0	1	0.16351567095202083			
Glycosphingolipid biosynthesis - lactoseries	0	0	0.16351567095202083			
Parathio degradation	0	0	0.16351567095202083			
Propanoate metabolism	0	0	0.16351567095202083			
Blood Group Biosynthesis	0	0	0.16351567095202083			
Electron transport chain	0	0	0.16351567095202083			
Vitamin H (biotin) metabolism	0	3	0.16351567095202083			
Biopterin metabolism	0	0	0.16351567095202083			
Androgen and estrogen biosynthesis and metabolism	0	0	0.16351567095202083			
Glycine, serine, alanine and threonine metabolism	0	5	0.16351567095202083			
Caffeine metabolism	0	0	0.16351567095202083			
Lipoate metabolism	0	3	0.16351567095202083			
Heparan sulfate biosynthesis	0	0	0.16351567095202083			
Drug metabolism - cytochrome P450	0	0	0.16351567095202083			
Vitamin B9 (folate) metabolism	0	0	0.16351567095202083			
Tryptophan metabolism	0	0	0.16351567095202083			
Glyoxylate and Dicarboxylate Metabolism	0	0	0.16351567095202083			
Urea cycle/amino group metabolism	0	4	0.16351567095202083			
Valine, leucine and isoleucine degradation	0	6	0.16351567095202083			
Glycosaminoglycan degradation	0	0	0.16351567095202083			
Fatty acid oxidation	0	0	0.16351567095202083			
Fructose and mannose metabolism	0	0	0.16351567095202083			
ROS Detoxification	0	0	0.16351567095202083			
Xenobiotics metabolism	0	0	0.16351567095202083			
Saturated fatty acids beta-oxidation	0	2	0.16351567095202083			
CoA Catabolism	0	0	0.16351567095202083			
Omega-3 fatty acid metabolism	0	4	0.16351567095202083			
Butanoate metabolism	0	6	0.16351567095202083			
Mono-unsaturated fatty acid beta-oxidation	0	1	0.16351567095202083			
Glycosphingolipid biosynthesis - neolactoseries	0	0	0.16351567095202083			
Vitamin B3 (nicotinate and nicotinamide) metabolism	0	1	0.16351567095202083			
Geraniol degradation	0	0	0.16351567095202083			
D4&E4-neuroprostanes formation	0	0	0.16351567095202083			
Vitamin D	0	1	0.16351567095202083			
Dynorphin metabolism	0	0	0.16351567095202083			
Heparan sulfate degradation	0	0	0.16351567095202083			
Fatty acid oxidation, peroxisome	0	0	0.16351567095202083			
Polyunsaturated fatty acid biosynthesis	0	0	0.16351567095202083			
Purine metabolism	0	1	0.16351567095202083			
Alanine and Aspartate Metabolism	0	1	0.16351567095202083			
Glutathione Metabolism	0	0	0.16351567095202083			
Keratan sulfate biosynthesis	0	0	0.16351567095202083			
TCA cycle	0	0	0.16351567095202083			
3-Chloroacrylic acid degradation	0	0	0.16351567095202083			
Arachidonic acid metabolism	0	5	0.16351567095202083			
Sphingolipid metabolism	0	0	0.16351567095202083			
O-Glycan biosynthesis	0	0	0.16351567095202083			
Glycosphingolipid metabolism	0	8	0.16351567095202083			
Limonene and pinene degradation	0	2	0.16351567095202083			
Arginine and Proline Metabolism	0	3	0.16351567095202083			
Proteoglycan biosynthesis	0	0	0.16351567095202083			
Vitamin K metabolism	0	2	0.16351567095202083			
Glutamate metabolism	0	0	0.16351567095202083			
